,gene function,organism,oualidia_1_counts,phylum,class,order,family
1020,ATP-dependent Clp protease ATP-binding subunit,Edwardsiella tarda EIB202,1,Proteobacteria,Gammaproteobacteria,Enterobacterales,Hafniaceae
1021,ATP-dependent Clp protease ATP-binding subunit ClpA,Chromohalobacter salexigens DSM 3043,3,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae
1022,ATP-dependent Clp protease ATP-binding subunit ClpA,alpha proteobacterium HIMB114,60,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae
1023,ATP-dependent Clp protease ATP-binding subunit ClpC,Butyrivibrio proteoclasticus B316,1,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae
1024,ATP-dependent Clp protease adaptor protein,Zunongwangia profunda SM-A87,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
1025,ATP-dependent Clp protease adaptor protein ClpS,alpha proteobacterium HIMB114,1,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae
1026,ATP-dependent Clp protease proteolytic subunit,Arthrobacter aurescens TC1,1,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae
1027,ATP-dependent Clp protease proteolytic subunit,Campylobacter lari RM2100,1,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae
1028,ATP-dependent Clp protease proteolytic subunit,Clavibacter michiganensis subsp. sepedonicus,2,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae
1029,ATP-dependent Clp protease proteolytic subunit,Desulfovibrio desulfuricans subsp. desulfuricans str. G20,1,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae
1030,ATP-dependent Clp protease proteolytic subunit,Erythrobacter litoralis HTCC2594,1,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae
1031,ATP-dependent Clp protease proteolytic subunit,Gramella forsetii KT0803,3,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
1032,ATP-dependent Clp protease proteolytic subunit,Kocuria rhizophila DC2201,1,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae
1033,ATP-dependent Clp protease proteolytic subunit,Leifsonia xyli subsp. xyli str. CTCB07,16,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae
1034,ATP-dependent Clp protease proteolytic subunit,Methylacidiphilum infernorum V4,1,Verrucomicrobia,Methylacidiphilae,Methylacidiphilales,Methylacidiphilaceae
1035,ATP-dependent Clp protease proteolytic subunit,Nostoc sp. PCC 7120,1,Cyanobacteria,,Nostocales,Nostocaceae
1036,ATP-dependent Clp protease proteolytic subunit,Novosphingobium aromaticivorans DSM 12444,7,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae
1037,ATP-dependent Clp protease proteolytic subunit,Salmonella enterica subsp. enterica serovar Gallinarum str. 287/91,1,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
1038,ATP-dependent Clp protease proteolytic subunit,Teredinibacter turnerae T7901,3,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae
1039,ATP-dependent Clp protease subunit,Xanthomonas oryzae pv. oryzae MAFF 311018,2,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae
1040,ATP-dependent DEAD/H DNA helicase recQ,Trypanosoma brucei TREU927,1,,,Kinetoplastida,Trypanosomatidae
1041,ATP-dependent DNA helicase,Azospirillum sp. B510,1,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae
1042,ATP-dependent DNA helicase,Clostridium perfringens str. 13,1,Firmicutes,Clostridia,Clostridiales,Clostridiaceae
1043,ATP-dependent DNA helicase,Neisseria meningitidis FAM18,1,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae
1044,ATP-dependent DNA helicase,Streptococcus mutans UA159,1,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae
1045,ATP-dependent DNA helicase,Streptomyces sp. Mg1,1,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae
1046,ATP-dependent DNA helicase II,Leifsonia xyli subsp. xyli str. CTCB07,1,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae
1047,ATP-dependent DNA helicase PcrA,Algoriphagus sp. PR1,1,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae
1048,ATP-dependent DNA helicase PcrA,Pediococcus pentosaceus ATCC 25745,1,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae
1049,ATP-dependent DNA helicase RecG,Alteromonas macleodii ''Deep ecotype'',2,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae
1050,ATP-dependent DNA helicase RecG,Bermanella marisrubri,1,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae
1051,ATP-dependent DNA helicase RecG,Coxiella burnetii Dugway 5J108-111,1,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae
1052,ATP-dependent DNA helicase RecG,Delftia acidovorans SPH-1,1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae
1053,ATP-dependent DNA helicase RecG,Gramella forsetii KT0803,6,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
1054,ATP-dependent DNA helicase RecG,Nitrosococcus oceani ATCC 19707,2,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae
1055,ATP-dependent DNA helicase RecG,Oceanicola batsensis HTCC2597,2,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
1056,ATP-dependent DNA helicase RecG,gamma proteobacterium HTCC2207,1,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae
1057,ATP-dependent DNA helicase RecG,gamma proteobacterium NOR51-B,3,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae
1058,ATP-dependent DNA helicase RecG,marine actinobacterium PHSC20C1,10,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae
1059,ATP-dependent DNA helicase RecG,marine gamma proteobacterium HTCC2080,3,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae
1060,ATP-dependent DNA helicase RecQ,Aeromonas salmonicida subsp. salmonicida A449,1,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae
1061,ATP-dependent DNA helicase RecQ,Alcanivorax borkumensis SK2,1,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae
1062,ATP-dependent DNA helicase RecQ,Geobacter sulfurreducens PCA,1,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae
1063,ATP-dependent DNA helicase RecQ,Gramella forsetii KT0803,6,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
1064,ATP-dependent DNA helicase RecQ,Porphyromonas gingivalis W83,1,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae
1065,ATP-dependent DNA helicase RecQ,Ruegeria pomeroyi DSS-3,3,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
1066,ATP-dependent DNA helicase RecQ,Shewanella denitrificans OS217,1,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae
1067,ATP-dependent DNA helicase RecQ,Sulfitobacter sp. EE-36,2,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
1068,ATP-dependent DNA helicase RecQ,Thiomicrospira crunogena XCL-2,1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae
1069,ATP-dependent DNA helicase RecQ,Vibrio mimicus VM223,1,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae
1070,ATP-dependent DNA helicase Rep,Alteromonas macleodii ''Deep ecotype'',1,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae
1071,ATP-dependent DNA helicase Rep,Vibrio vulnificus YJ016,1,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae
1072,ATP-dependent DNA helicase UvrD,Flavobacterium psychrophilum JIP02/86,4,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
1073,ATP-dependent DNA helicase UvrD,Ruegeria pomeroyi DSS-3,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
1074,ATP-dependent DNA helicase recG,Leeuwenhoekiella blandensis MED217,2,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
1075,ATP-dependent DNA helicase recQ,Maribacter sp. HTCC2170,3,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
1076,ATP-dependent DNA helicase recQ,Pedobacter sp. BAL39,1,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae
1077,ATP-dependent RNA helicas,Croceibacter atlanticus HTCC2559,2,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
1078,ATP-dependent RNA helicase,Clostridium novyi NT,1,Firmicutes,Clostridia,Clostridiales,Clostridiaceae
1079,ATP-dependent RNA helicase,Granulibacter bethesdensis CGDNIH1,1,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae
1080,ATP-dependent RNA helicase,Lactobacillus fermentum IFO 3956,1,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae
1081,ATP-dependent RNA helicase,Leishmania infantum JPCM5,4,,,Kinetoplastida,Trypanosomatidae
1082,ATP-dependent RNA helicase,Xanthomonas axonopodis pv. citri str. 306,1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae
1083,ATP-dependent RNA helicase DBP4,Ajellomyces dermatitidis SLH14081,1,Ascomycota,Eurotiomycetes,Onygenales,Ajellomycetaceae
1084,ATP-dependent RNA helicase DDX55,Homo sapiens,1,Chordata,Mammalia,Primates,Hominidae
1085,ATP-dependent RNA helicase DbpA,Congregibacter litoralis KT71,4,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae
1086,ATP-dependent RNA helicase DbpA,Pseudomonas syringae pv. phaseolicola 1448A,1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
1087,ATP-dependent RNA helicase DeaD,Pectobacterium atrosepticum SCRI1043,1,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae
1088,ATP-dependent RNA helicase HrpA,Neisseria polysaccharea ATCC 43768,1,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae
1089,ATP-dependent RNA helicase Prp22,Schizosaccharomyces pombe 972h-,4,Ascomycota,Schizosaccharomycetes,Schizosaccharomycetales,Schizosaccharomycetaceae
1090,ATP-dependent RNA helicase RhlB,Pseudomonas aeruginosa PAO1,4,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
1091,ATP-dependent RNA helicase RhlB,Pseudomonas mendocina ymp,1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
1092,ATP-dependent RNA helicase RhlE,Ralstonia sp. 5_7_47FAA,1,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae
1093,ATP-dependent RNA helicase SrmB,Salmonella enterica subsp. enterica serovar Typhi str. E98-0664,1,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
1094,ATP-dependent RNA helicase rhlB,Yersinia mollaretii ATCC 43969,1,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae
1095,ATP-dependent Zn proteases,Pelotomaculum thermopropionicum SI,1,Firmicutes,Clostridia,Clostridiales,Peptococcaceae
1096,ATP-dependent chaperone ClpB,Acidobacterium sp. MP5ACTX9,2,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae
1097,ATP-dependent chaperone ClpB,Dyadobacter fermentans DSM 18053,1,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae
1098,ATP-dependent chaperone ClpB,Sphaerobacter thermophilus DSM 20745,1,Chloroflexi,Thermomicrobia,Sphaerobacterales,Sphaerobacteraceae
1099,ATP-dependent chaperone ClpB,marine gamma proteobacterium HTCC2148,4,,,,
1100,ATP-dependent citrate lyase beta subunit,Sulfurimonas denitrificans DSM 1251,1,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae
1101,ATP-dependent dead/H DNA helicase,Flavobacteria bacterium BBFL7,1,Bacteroidetes,Flavobacteriia,,
1102,ATP-dependent exoDNAse (exonuclease V,Flavobacteria bacterium BAL38,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,
1103,ATP-dependent exoDNAse subunit alpha,Maribacter sp. HTCC2170,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
1104,ATP-dependent helicas,Psychromonas ingrahamii 37,1,Proteobacteria,Gammaproteobacteria,Alteromonadales,Psychromonadaceae
1105,ATP-dependent helicase,Desulfotalea psychrophila LSv54,1,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae
1106,ATP-dependent helicase,Psychroflexus torquis ATCC 700755,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
1107,ATP-dependent helicase HepA,Shewanella sp. MR-4,1,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae
1108,ATP-dependent helicase HrpA,Acidovorax sp. JS42,1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae
1109,ATP-dependent helicase HrpA,Arthrobacter chlorophenolicus A6,1,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae
1110,ATP-dependent helicase HrpA,Delftia acidovorans SPH-1,1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae
1111,ATP-dependent helicase HrpA,Nocardioides sp. JS614,1,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae
1112,ATP-dependent helicase HrpA,Shewanella baltica OS185,1,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae
1113,ATP-dependent helicase HrpA,beta proteobacterium KB13,18,Proteobacteria,Betaproteobacteria,Methylophilales,
1114,ATP-dependent helicase HrpA,marine actinobacterium PHSC20C1,1,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae
1115,ATP-dependent helicase HrpB,Marinomonas sp. MED121,1,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae
1116,ATP-dependent metallopeptidase HflB,Dermacoccus sp. Ellin185,3,Actinobacteria,Actinobacteria,Micrococcales,Dermacoccaceae
1117,ATP-dependent metallopeptidase HflB,Yersinia pestis biovar Antiqua str. UG05-0454,3,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae
1118,ATP-dependent metallopeptidase HflB,alpha proteobacterium HIMB114,58,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae
1119,ATP-dependent metallopeptidase family protein,Francisella tularensis subsp. holarctica URFT1,1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Francisellaceae
1120,ATP-dependent metalloproteas,Burkholderia pseudomallei 91,1,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae
1121,ATP-dependent metalloprotease FtsH,Bacillus tusciae DSM 2912,3,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae
1122,ATP-dependent metalloprotease FtsH,Burkholderia ambifaria MC40-6,1,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae
1123,ATP-dependent metalloprotease FtsH,Clostridium perfringens ATCC 13124,1,Firmicutes,Clostridia,Clostridiales,Clostridiaceae
1124,ATP-dependent metalloprotease FtsH,Conexibacter woesei DSM 14684,1,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae
1125,ATP-dependent metalloprotease FtsH,Cupriavidus metallidurans CH34,1,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae
1126,ATP-dependent metalloprotease FtsH,Ehrlichia chaffeensis str. Arkansas,1,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae
1127,ATP-dependent metalloprotease FtsH,Frankia sp. EuI1c,1,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae
1128,ATP-dependent metalloprotease FtsH,Halorhodospira halophila SL1,3,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae
1129,ATP-dependent metalloprotease FtsH,Prevotella marshii DSM 16973,1,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae
1130,ATP-dependent protease,Azoarcus sp. BH72,2,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae
1131,ATP-dependent protease,Lawsonia intracellularis PHE/MN1-00,1,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae
1132,ATP-dependent protease ATP-binding subunit,Bermanella marisrubri,1,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae
1133,ATP-dependent protease ATP-binding subunit,Croceibacter atlanticus HTCC2559,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
1134,ATP-dependent protease ATP-binding subunit,Halomonas elongata DSM 2581,1,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae
1135,ATP-dependent protease ATP-binding subunit,Leeuwenhoekiella blandensis MED217,2,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
1136,ATP-dependent protease ATP-binding subunit,Sulfitobacter sp. NAS-14.1,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
1137,ATP-dependent protease ATP-binding subunit ClpX,Brucella ovis ATCC 25840,5,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae
1138,ATP-dependent protease ATP-binding subunit ClpX,Candidatus Ruthia magnifica str. Cm (Calyptogena magnifica),1,Mollusca,Bivalvia,Veneroida,Vesicomyidae
1139,ATP-dependent protease ATP-binding subunit ClpX,Flavobacterium psychrophilum JIP02/86,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
1140,ATP-dependent protease ATP-binding subunit ClpX,Jannaschia sp. CCS1,6,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
1141,ATP-dependent protease ATP-binding subunit ClpX,Methylobacillus flagellatus KT,3,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae
1142,ATP-dependent protease ATP-binding subunit ClpX,Rhodobacter sphaeroides 2.4.1,2,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
1143,ATP-dependent protease ATP-binding subunit ClpX,Rhodobacter sphaeroides ATCC 17029,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
1144,ATP-dependent protease ATP-binding subunit ClpX,Sinorhizobium fredii NGR234,14,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae
1145,ATP-dependent protease ATP-binding subunit ClpX,Synechococcus sp. JA-2-3B''a(2-13),1,Cyanobacteria,,Synechococcales,Synechococcaceae
1146,ATP-dependent protease ATP-binding subunit ClpX,Teredinibacter turnerae T7901,2,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae
1147,ATP-dependent protease ATP-binding subunit HslU,Aliivibrio salmonicida LFI1238,1,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae
1148,ATP-dependent protease ATP-binding subunit HslU,Bartonella henselae str. Houston-1,3,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae
1149,ATP-dependent protease ATP-binding subunit HslU,Nitrobacter hamburgensis X14,7,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae
1150,ATP-dependent protease ATP-binding subunit HslU,Parvibaculum lavamentivorans DS-1,10,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae
1151,ATP-dependent protease ATP-binding subunit HslU,Xanthomonas oryzae pv. oryzae KACC10331,1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae
1152,ATP-dependent protease LA,Caulobacter crescentus CB15,11,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae
1153,ATP-dependent protease La,Azorhizobium caulinodans ORS 571,10,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae
1154,ATP-dependent protease La,Bordetella bronchiseptica RB50,2,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae
1155,ATP-dependent protease La,Candidatus Puniceispirillum marinum IMCC1322,1,Proteobacteria,Alphaproteobacteria,,
1156,ATP-dependent protease La,Desulfovibrio vulgaris str. Hildenborough,1,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae
1157,ATP-dependent protease La,Flavobacteria bacterium MS024-2A,5,Bacteroidetes,Flavobacteriia,,
1158,ATP-dependent protease La,Flavobacterium johnsoniae UW101,6,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
1159,ATP-dependent protease La,Marinomonas sp. MWYL1,8,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae
1160,ATP-dependent protease La,Reinekea blandensis MED297,1,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae
1161,ATP-dependent protease La,Rhodopseudomonas palustris TIE-1,1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae
1162,ATP-dependent protease La,Sorangium cellulosum ''So ce 56'',1,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae
1163,ATP-dependent protease La,Sphaerobacter thermophilus DSM 20745,1,Chloroflexi,Thermomicrobia,Sphaerobacterales,Sphaerobacteraceae
1164,ATP-dependent protease Lon,Thermococcus gammatolerans EJ3,1,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae
1165,ATP-dependent protease peptidase subunit,Coxiella burnetii RSA 493,1,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae
1166,ATP-dependent protease peptidase subunit,Jannaschia sp. CCS1,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
1167,ATP-dependent protease peptidase subunit,Shewanella pealeana ATCC 700345,1,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae
1168,ATP-dependent proteinase,Bacillus halodurans C-125,1,Firmicutes,Bacilli,Bacillales,Bacillaceae
1169,ATP-dependent rna helicase protein,Xanthomonas albilineans,1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae
1170,ATP-dependent zinc protease/ cell division protein,Pelobacter carbinolicus DSM 2380,1,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae
1171,ATP-nad/acox kinase,Asticcacaulis excentricus CB 48,4,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae
1172,ATP-specific succinyl-CoA synthetase beta subunit,Dictyostelium discoideum AX4,2,,,Dictyosteliida,
1173,ATP-sulfurylase subunit 1,Pseudoalteromonas haloplanktis TAC125,1,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae
1174,ATP/GTP-binding site-containing protein A,Brucella melitensis bv. 1 str. 16M,1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae
1175,ATP/cobalamin adenosyltransferase,Flavobacteria bacterium MS024-2A,2,Bacteroidetes,Flavobacteriia,,
1176,ATPas,Bacillus tusciae DSM 2912,1,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae
1177,ATPas,Bacteroides sp. 3_1_19,3,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae
1178,ATPas,Clostridium saccharolyticum WM1,1,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae
1179,ATPas,Flavobacterium johnsoniae UW101,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
1180,ATPas,Methanospirillum hungatei JF-1,1,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanospirillaceae
1181,ATPas,Mycobacterium smegmatis str. MC2 155,1,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae
1182,ATPas,Sulfitobacter sp. EE-36,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
1183,ATPas,gamma proteobacterium HTCC5015,1,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae
1184,ATPase,Alkaliphilus oremlandii OhILAs,3,Firmicutes,Clostridia,Clostridiales,Clostridiaceae
1185,ATPase,Arthrobacter sp. FB24,5,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae
1186,ATPase,Beggiatoa sp. PS,1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae
1187,ATPase,Brucella melitensis bv. 1 str. 16M,1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae
1188,ATPase,Candidatus Solibacter usitatus Ellin6076,1,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae
1189,ATPase,Chloroherpeton thalassium ATCC 35110,2,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae
1190,ATPase,Desulfococcus oleovorans Hxd3,1,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae
1191,ATPase,Dokdonia donghaensis MED134,2,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
1192,ATPase,Flavobacterium johnsoniae UW101,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
1193,ATPase,Jannaschia sp. CCS1,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
1194,ATPase,Methanobrevibacter ruminantium M1,1,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae
1195,ATPase,Nodularia spumigena CCY9414,1,Cyanobacteria,,Nostocales,Aphanizomenonaceae
1196,ATPase,Octadecabacter antarcticus 238,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
1197,ATPase,Paracoccus denitrificans PD1222,2,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
1198,ATPase,Rhodobacter sphaeroides ATCC 17025,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
1199,ATPase,Roseiflexus castenholzii DSM 13941,1,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae
1200,ATPase,Selenomonas noxia ATCC 43541,1,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae
1201,ATPase,Synechococcus sp. CC9902,10,Cyanobacteria,,Synechococcales,Synechococcaceae
1202,ATPase,Syntrophobacter fumaroxidans MPOB,1,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae
1203,ATPase,Thermobifida fusca YX,6,Actinobacteria,Actinobacteria,Streptosporangiales,Nocardiopsaceae
1204,ATPase,Vibrio vulnificus CMCP6,2,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae
1205,ATPase,gamma proteobacterium NOR5-3,3,Chordata,Mammalia,Primates,Hominidae
1206,ATPase AAA-2,Arthrospira platensis str. Paraca,1,Cyanobacteria,,Oscillatoriales,Microcoleaceae
1207,ATPase AAA-2,Deinococcus geothermalis DSM 11300,1,,Deinococci,Deinococcales,Deinococcaceae
1208,ATPase AAA-2,Rhodobacteraceae bacterium HTCC2150,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
1209,ATPase AAA-2 domain protein,Akkermansia muciniphila ATCC BAA-835,3,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae
1210,ATPase AAA-2 domain protein,Clostridium saccharolyticum WM1,1,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae
1211,ATPase AAA-2 domain protein,Clostridium thermocellum DSM 2360,1,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae
